stop_id,stop_lat,stop_lon,stop_name
mfdz:Ang001,53.11901,14.015776,Mitfahrbank Biesenbrow
mfdz:Ang002,52.950771,14.00037,Mitfahrbank Bölkendorf
mfdz:Ang003,52.978402,14.113301,Mitfahrbank Stolpe
mfdz:Ang004,53.087254,13.95524,Mitfahrbank Greiffenberg
mfdz:Ang005,53.022184,13.999941,"Mitfahrbank Angermünde, Einkaufscenter"
osm:n246750517,49.772061,6.7513818,Mitfahrerparkplatz Mertesdorf
osm:n1297181670,49.4725159,7.9141633,Mitfahrerparkplatz
osm:n1371715129,50.5556584,7.2435443,Car Sharing / Mitfahrerparkplatz
osm:n1371715130,50.5549212,7.2436623,Car Sharing / Mitfahrerparkplatz
osm:n7190540383,49.6125539,7.9993048,Mitfahrerparkplatz
osm:w5664029,51.983966039689186,7.58944630516735,Mitfahrerparkplatz Wilkinghege
osm:w23327596,49.8564069219394,6.54079518915107,Mitfahrerparkplatz Helenenberg
osm:w26323672,51.62555589952826,7.847661611563551,P+R Mitfahrer Parkplatz
osm:w31758916,49.668567523384084,8.023899017053289,Mitfahrerparkplatz A63 AS Kirchheimbolanden
osm:w32149740,49.40918545289971,7.5373469843988214,Mitfahrerparkplatz Hahnensteige
osm:w33456190,49.34286425806371,8.151456236216646,Mitfahrerparkplatz
osm:w37608237,49.46830109788024,8.232262923310433,Mitfahrerparkplatz
osm:w40871526,49.475112696384805,7.905908190367819,Mitfahrerparkplatz
osm:w40994294,49.7933814792931,8.141396616181288,Mitfahrerparkplatz A63 AS Biebelnheim
osm:w61419860,49.44725718710447,7.705463327932136,Mitfahrerparkplatz
osm:w82558006,49.976520571485835,7.517576602031544,Mitfahrparkplatz
osm:w97869536,49.45794435144733,7.805132895826054,Mitfahrerparkplatz
osm:w118641584,49.856345797754386,6.799381059956122,Mitfahrerparkplatz Bekond
osm:w120655724,49.7175192067668,8.07579802078706,Mitfahrerparkplatz A63 AS Freimersheim
osm:w148464127,49.95531551903363,7.943301403545675,Mitfahrerparkplatz Bingen-Kempten
osm:w150801581,49.95540774550013,6.509369873008651,Mitfahrerparkplatz Masholder
osm:w157913618,50.04641579901969,6.915307330224634,Mitfahrerparkplatz Hasborn
osm:w159372718,49.92331569365909,7.826854064744968,Mitfahrerparkplatz
osm:w159397754,49.34276125043421,6.792262574426599,Mitfahrer Parken
osm:w159397755,49.34219557651128,6.791502289116391,Mitfahrer Parken
osm:w179552654,49.4214920219758,8.28902532845944,Mitfahrerparkplatz
osm:w197860651,49.90007357746042,6.5427255440759815,Mitfahrerparkplatz Meilbrück
osm:w198084028,49.86420075830094,7.884397594040836,Mitfahrerparkplatz
osm:w199700421,49.988619189306775,6.7800135449874785,Mitfahrerparkplatz Landscheid
osm:w209331588,50.118751191737154,7.6043475777876495,Mitfahrerparkplatz
osm:w253358544,50.01607421278139,6.6099460887163675,Mitfahrerparkplatzt AS Badem
osm:w291861878,49.194161342267016,8.154469776785017,Mitfahrerparkplatz Landau-Zentrum
